frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
97,1748942442.19,65,0.330,0.026,0.301,1.98,15.04,-0.00,-1.03,0.00,0,none,0.239
98,1748942442.30,65,0.379,0.028,0.276,1.98,15.23,-0.00,-1.03,0.00,0,none,0.293
99,1748942442.39,65,0.365,0.027,0.291,1.98,15.41,-0.00,-1.03,0.00,0,none,0.222
100,1748942442.49,65,0.372,0.027,0.262,1.98,15.61,-0.00,-1.03,0.00,0,none,0.201
101,1748942442.59,65,0.366,0.028,0.232,1.98,15.81,-0.00,-1.03,0.00,0,none,0.238
102,1748942442.69,65,0.378,0.028,0.235,1.98,16.00,-0.00,-1.03,0.00,0,none,0.248
103,1748942442.78,65,0.354,0.026,0.239,1.98,16.18,-0.00,-1.03,0.00,0,none,0.238
104,1748942442.87,65,0.370,0.027,0.198,1.98,16.40,-0.00,-1.03,0.00,0,none,0.225
105,1748942442.99,65,0.395,0.028,0.202,1.98,16.59,-0.00,-1.03,0.00,0,none,0.259
106,1748942443.08,65,0.391,0.026,0.214,1.98,16.79,-0.00,-1.03,0.00,0,none,0.215
107,1748942443.18,64,0.433,0.026,0.194,1.98,16.98,-0.00,-1.03,0.00,0,none,0.311
108,1748942443.28,64,0.429,0.027,0.185,1.98,17.17,-0.00,-1.03,-0.00,0,none,0.220
109,1748942443.37,64,0.430,0.027,0.180,1.98,17.36,-0.00,-1.03,-0.00,0,none,0.252
110,1748942443.47,64,0.408,0.026,0.172,1.98,17.58,-0.00,-1.02,-0.00,0,none,0.246
111,1748942443.58,63,0.417,0.027,0.255,1.98,17.78,-0.00,-1.02,-0.00,0,none,0.486
112,1748942443.68,63,0.395,0.029,0.356,1.98,17.99,-0.00,-1.02,-0.00,0,none,0.373
113,1748942443.79,62,0.394,0.029,0.452,1.98,18.17,-0.00,-1.02,-0.00,0,none,0.339
114,1748942443.88,61,0.401,0.029,0.532,1.98,18.36,-0.00,-1.02,-0.00,0,none,0.315
115,1748942443.98,56,0.418,0.030,0.579,1.98,18.57,-0.00,-1.02,-0.00,0,none,0.274
116,1748942444.08,51,0.438,0.030,0.494,1.98,18.79,-0.00,-1.02,-0.00,0,resume_reinforce,0.263
117,1748942444.19,48,0.467,0.029,0.384,1.98,18.99,-0.00,-1.02,-0.00,0,none,0.271
118,1748942444.29,47,0.452,0.029,0.301,1.98,19.18,-0.00,-1.02,-0.00,0,none,0.224
119,1748942444.39,47,0.414,0.029,0.351,1.98,19.36,-0.00,-1.02,-0.00,0,none,0.466
120,1748942444.48,47,0.407,0.028,0.370,1.98,19.57,-0.00,-1.02,-0.00,0,none,0.283
121,1748942444.59,47,0.480,0.030,0.366,1.98,19.76,-0.00,-1.02,-0.00,0,none,0.596
122,1748942444.69,47,0.389,0.029,0.351,1.98,19.94,-0.00,-1.02,-0.00,0,none,0.117
123,1748942444.78,47,0.358,0.029,0.317,1.98,20.13,-0.00,-1.02,-0.00,0,none,0.102
124,1748942444.87,47,0.348,0.029,0.168,1.98,20.32,-0.00,-1.02,-0.00,0,none,0.109
125,1748942444.97,47,0.298,0.029,0.117,1.98,20.52,-0.00,-1.02,-0.00,0,none,0.187
126,1748942445.07,47,0.173,0.028,0.099,1.98,20.71,-0.00,-1.02,-0.00,0,none,0.154
127,1748942445.17,47,0.191,0.028,0.099,1.98,20.89,-0.00,-1.02,-0.00,0,none,0.150
128,1748942445.26,46,0.188,0.029,0.118,1.98,21.11,-0.00,-1.02,-0.00,0,none,0.099
129,1748942445.37,46,0.171,0.031,0.172,1.98,21.29,-0.00,-1.02,-0.00,0,none,0.175
130,1748942445.46,43,0.159,0.030,0.144,1.98,21.50,-0.00,-1.02,-0.00,0,none,0.055
131,1748942445.56,43,0.136,0.031,0.133,1.98,21.69,-0.00,-1.02,-0.00,0,none,0.062
132,1748942445.66,43,0.107,0.031,0.131,1.98,21.89,-0.00,-1.02,-0.00,0,none,0.070
133,1748942445.76,43,0.112,0.030,0.103,1.98,22.07,-0.00,-1.02,-0.00,0,none,0.067
134,1748942445.86,43,0.125,0.030,0.040,1.98,22.27,-0.00,-1.02,-0.00,0,none,0.069
135,1748942445.95,43,0.135,0.029,0.028,1.98,22.46,-0.00,-1.02,-0.00,0,none,0.077
136,1748942446.05,43,0.135,0.027,0.025,1.98,22.64,-0.00,-1.02,-0.00,0,none,0.062
137,1748942446.14,43,0.133,0.026,0.028,1.98,22.83,-0.00,-1.02,-0.00,0,resume_reinforce,0.061
138,1748942446.24,43,0.139,0.025,0.037,1.98,23.02,-0.00,-1.02,-0.00,0,none,0.074
139,1748942446.33,43,0.131,0.024,0.042,1.98,23.20,-0.00,-1.02,-0.00,0,none,0.069
140,1748942446.43,43,0.121,0.025,0.048,1.98,23.38,-0.00,-1.02,-0.00,0,none,0.061
141,1748942446.52,43,0.124,0.025,0.048,1.98,23.60,-0.00,-1.02,-0.00,0,none,0.077
142,1748942446.63,43,0.128,0.026,0.071,1.98,23.79,-0.00,-1.02,-0.00,0,none,0.116
143,1748942446.73,43,0.127,0.026,0.068,1.98,23.98,-0.00,-1.02,-0.00,0,none,0.089
144,1748942446.82,43,0.130,0.027,0.071,1.98,24.17,-0.00,-1.01,-0.00,0,none,0.087
145,1748942446.92,43,0.132,0.026,0.069,1.98,24.36,-0.00,-1.01,-0.00,0,none,0.079
146,1748942447.01,43,0.129,0.026,0.075,1.98,24.54,-0.00,-1.01,-0.00,0,none,0.086
147,1748942447.10,43,0.130,0.025,0.053,1.98,24.72,-0.00,-1.01,-0.00,0,none,0.090
148,1748942447.19,43,0.123,0.025,0.061,1.98,24.94,-0.00,-1.01,-0.00,0,none,0.102
149,1748942447.30,43,0.129,0.025,0.090,1.98,25.20,-0.00,-1.01,-0.00,0,none,0.155
150,1748942447.44,42,0.148,0.026,0.118,1.98,25.38,-0.00,-1.01,-0.00,0,none,0.165
151,1748942447.53,38,0.146,0.026,0.129,1.98,25.55,-0.00,-1.01,-0.00,0,none,0.092
152,1748942447.62,37,0.136,0.026,0.153,1.98,25.74,-0.00,-1.01,-0.00,0,none,0.069
153,1748942447.71,37,0.119,0.026,0.172,1.98,25.94,-0.00,-1.01,-0.00,0,none,0.069
154,1748942447.81,36,0.115,0.025,0.156,1.98,26.13,-0.00,-1.01,-0.00,0,none,0.074
155,1748942447.91,36,0.089,0.023,0.141,1.98,26.35,-0.00,-1.01,-0.00,0,none,0.049
156,1748942448.02,36,0.080,0.025,0.147,1.98,26.54,-0.00,-1.01,-0.00,0,none,0.063
157,1748942448.12,36,0.077,0.027,0.139,1.98,26.73,-0.00,-1.01,-0.00,0,none,0.049
158,1748942448.22,36,0.088,0.027,0.131,1.98,26.93,-0.00,-1.01,0.00,0,resume_reinforce,0.061
159,1748942448.31,36,0.083,0.027,0.133,1.98,27.12,-0.00,-1.01,0.00,0,none,0.061
160,1748942448.41,36,0.092,0.027,0.135,1.98,27.32,-0.00,-1.01,0.00,0,none,0.065
161,1748942448.51,36,0.088,0.026,0.132,1.98,27.51,-0.00,-1.01,0.00,0,none,0.060
162,1748942448.61,36,0.092,0.025,0.134,1.98,27.70,-0.00,-1.01,0.00,0,none,0.063
163,1748942448.70,36,0.084,0.024,0.133,1.98,27.91,-0.00,-1.01,0.00,0,none,0.057
164,1748942448.81,36,0.080,0.025,0.140,1.98,28.12,-0.00,-1.01,-0.00,0,none,0.079
165,1748942448.92,36,0.072,0.026,0.144,1.98,28.33,-0.00,-1.01,-0.00,0,none,0.067
166,1748942449.02,36,0.078,0.026,0.151,1.98,28.54,-0.00,-1.01,-0.00,0,none,0.077
167,1748942449.13,36,0.080,0.026,0.158,1.98,28.76,-0.00,-1.01,-0.00,0,none,0.081
168,1748942449.24,36,0.087,0.027,0.169,1.98,28.95,-0.00,-1.01,-0.00,0,none,0.089
169,1748942449.34,36,0.085,0.025,0.166,1.98,29.16,-0.00,-1.01,-0.00,0,none,0.075
170,1748942449.44,36,0.091,0.024,0.175,1.98,29.36,-0.00,-1.01,-0.00,0,none,0.092
171,1748942449.54,35,0.086,0.023,0.176,1.98,29.55,-0.00,-1.01,-0.00,0,none,0.055
172,1748942449.64,35,0.076,0.024,0.178,1.98,29.77,-0.00,-1.01,-0.00,0,none,0.057
173,1748942449.75,35,0.069,0.023,0.184,1.98,29.97,-0.00,-1.01,-0.00,0,none,0.069
174,1748942449.85,35,0.063,0.024,0.192,1.98,30.16,-0.00,-1.01,-0.00,0,none,0.063
175,1748942449.95,35,0.055,0.023,0.197,1.98,30.37,-0.00,-1.01,-0.00,0,none,0.071
176,1748942450.05,35,0.059,0.024,0.208,1.98,30.56,-0.00,-1.01,-0.00,0,none,0.077
177,1748942450.15,35,0.058,0.023,0.212,1.98,30.74,-0.00,-1.00,-0.00,0,none,0.065
178,1748942450.24,35,0.061,0.023,0.210,1.98,30.93,-0.00,-1.00,-0.00,0,resume_reinforce,0.074
179,1748942450.34,35,0.059,0.025,0.220,1.98,31.12,-0.00,-1.00,-0.00,0,none,0.079
180,1748942450.44,35,0.055,0.024,0.222,1.98,31.30,-0.00,-1.00,-0.00,0,none,0.076
181,1748942450.52,35,0.053,0.023,0.223,1.98,31.49,-0.00,-1.00,-0.00,0,none,0.079
182,1748942450.62,35,0.057,0.023,0.228,1.98,31.69,-0.00,-1.00,-0.00,0,none,0.091
183,1748942450.72,35,0.053,0.023,0.234,1.98,31.87,-0.00,-1.00,-0.00,0,none,0.092
184,1748942450.81,35,0.058,0.021,0.231,1.98,32.08,-0.00,-1.00,-0.00,0,none,0.090
185,1748942450.92,35,0.058,0.021,0.241,1.98,32.29,-0.00,-1.00,-0.00,0,none,0.111
186,1748942451.02,35,0.060,0.022,0.250,1.98,32.51,-0.00,-1.00,-0.00,0,none,0.110
187,1748942451.13,35,0.063,0.024,0.270,1.98,32.70,-0.00,-1.00,-0.00,0,none,0.131
188,1748942451.23,35,0.062,0.024,0.280,1.98,32.89,-0.00,-1.00,-0.00,0,none,0.116
189,1748942451.33,35,0.061,0.024,0.292,1.98,33.08,-0.00,-1.00,-0.00,0,none,0.117
190,1748942451.43,34,0.068,0.024,0.282,1.98,33.27,-0.00,-1.00,-0.00,0,none,0.084
191,1748942451.52,34,0.071,0.023,0.279,1.98,33.46,-0.00,-1.00,-0.00,0,none,0.101
192,1748942451.62,34,0.066,0.023,0.265,1.98,33.64,-0.00,-1.00,-0.00,0,none,0.098
193,1748942451.71,34,0.066,0.024,0.245,1.98,33.82,-0.00,-1.00,-0.00,0,none,0.065
194,1748942451.80,34,0.066,0.024,0.219,1.98,34.01,-0.00,-1.00,-0.00,0,none,0.060
195,1748942451.90,34,0.062,0.023,0.204,1.98,34.20,-0.00,-1.00,-0.00,0,none,0.067
196,1748942451.99,34,0.055,0.024,0.200,1.98,34.39,-0.00,-1.00,-0.00,0,none,0.086
197,1748942452.09,34,0.059,0.024,0.195,1.98,34.60,-0.00,-1.00,-0.00,0,none,0.080
198,1748942452.19,34,0.063,0.023,0.192,1.98,34.78,-0.00,-1.00,-0.00,0,none,0.074
199,1748942452.28,34,0.070,0.023,0.197,1.98,34.97,-0.00,-1.00,-0.00,0,resume_reinforce,0.078
200,1748942452.38,34,0.074,0.023,0.207,1.98,35.16,-0.00,-1.00,-0.00,0,none,0.089
201,1748942452.48,34,0.076,0.023,0.194,1.98,35.36,-0.00,-1.00,-0.00,0,none,0.086
202,1748942452.58,34,0.074,0.021,0.196,1.98,35.55,-0.00,-1.00,-0.00,0,none,0.104
203,1748942452.67,34,0.077,0.021,0.203,1.98,35.74,-0.00,-1.00,-0.00,0,none,0.099
204,1748942452.77,34,0.074,0.020,0.206,1.98,35.92,-0.00,-1.00,-0.00,0,none,0.101
205,1748942452.86,33,0.078,0.017,0.192,1.98,36.11,-0.00,-1.00,-0.00,0,none,0.079
206,1748942452.96,33,0.083,0.016,0.277,1.98,36.33,-0.00,-1.00,-0.00,0,none,0.402
207,1748942453.07,33,0.087,0.015,0.279,1.98,36.53,-0.00,-1.00,-0.00,0,none,0.115
208,1748942453.17,33,0.083,0.014,0.282,1.98,36.74,-0.00,-1.00,-0.00,0,none,0.104
209,1748942453.28,33,0.084,0.014,0.291,1.98,36.94,-0.00,-1.00,-0.00,0,none,0.111
210,1748942453.38,33,0.078,0.014,0.315,1.98,37.14,-0.00,-1.00,-0.00,0,none,0.116
211,1748942453.48,33,0.081,0.013,0.248,1.98,37.33,-0.00,-1.00,-0.00,0,none,0.126
212,1748942453.57,33,0.080,0.014,0.231,1.98,37.52,-0.00,-0.99,-0.00,0,none,0.096
213,1748942453.67,33,0.083,0.014,0.208,1.98,37.71,-0.00,-0.99,-0.00,0,none,0.076
214,1748942453.77,32,0.087,0.014,0.179,1.98,37.90,-0.00,-0.99,-0.00,0,none,0.076
215,1748942453.86,32,0.090,0.014,0.150,1.98,38.10,-0.00,-0.99,-0.00,0,none,0.078
216,1748942453.97,32,0.090,0.014,0.120,1.98,38.28,-0.00,-0.99,-0.00,0,none,0.087
217,1748942454.06,32,0.091,0.013,0.116,1.98,38.47,-0.00,-0.99,-0.00,0,none,0.094
218,1748942454.15,31,0.096,0.015,0.114,1.98,38.67,-0.00,-0.99,-0.00,0,none,0.090
219,1748942454.25,31,0.098,0.015,0.137,1.98,38.84,-0.00,-0.99,-0.00,0,none,0.104
220,1748942454.34,31,0.101,0.015,0.155,1.98,39.05,-0.00,-0.99,-0.00,0,resume_reinforce,0.107
221,1748942454.44,30,0.102,0.015,0.165,1.98,39.29,-0.00,-0.99,-0.00,0,none,0.088
222,1748942454.56,30,0.112,0.016,0.179,1.98,39.48,-0.00,-0.99,-0.00,0,none,0.110
223,1748942454.66,30,0.118,0.015,0.179,1.98,39.66,-0.00,-0.99,-0.00,0,none,0.079
224,1748942454.75,30,0.119,0.016,0.160,1.98,39.86,-0.00,-0.99,-0.00,0,none,0.089
225,1748942454.85,30,0.117,0.017,0.152,1.98,40.04,-0.00,-0.99,-0.00,0,none,0.086
226,1748942454.95,30,0.118,0.016,0.141,1.98,40.23,-0.00,-0.99,-0.00,0,none,0.079
227,1748942455.04,30,0.107,0.016,0.124,1.98,40.43,-0.00,-0.99,-0.00,0,none,0.065
228,1748942455.14,30,0.094,0.016,0.129,1.98,40.62,-0.00,-0.99,-0.00,0,none,0.062
229,1748942455.24,30,0.085,0.016,0.131,1.98,40.81,-0.00,-0.99,-0.00,0,none,0.062
230,1748942455.34,30,0.083,0.015,0.130,1.98,41.02,-0.00,-0.99,-0.00,0,none,0.072
231,1748942455.44,30,0.078,0.016,0.140,1.98,41.20,-0.00,-0.99,-0.00,0,none,0.077
232,1748942455.53,30,0.075,0.015,0.144,1.98,41.41,-0.00,-0.99,-0.00,0,none,0.070
233,1748942455.64,30,0.080,0.015,0.152,1.98,41.61,-0.00,-0.99,-0.00,0,none,0.083
234,1748942455.74,30,0.083,0.015,0.162,1.98,41.83,-0.00,-0.99,-0.00,0,none,0.088
235,1748942455.85,30,0.086,0.015,0.175,1.98,42.03,-0.00,-0.99,-0.00,0,none,0.109
236,1748942455.95,30,0.085,0.015,0.182,1.98,42.21,-0.00,-0.99,-0.00,0,none,0.089
237,1748942456.04,29,0.090,0.014,0.167,1.98,42.41,-0.00,-0.99,-0.00,0,none,0.071
239,1748942457.26,147,0.378,0.199,0.376,0.19,43.75,-0.00,-1.26,-0.00,0,resume_reinforce,0.768
240,1748942457.36,147,0.560,0.309,0.559,0.20,43.77,-0.00,-1.25,0.00,0,none,0.595
241,1748942457.47,142,0.866,0.610,0.733,0.29,43.79,-0.00,-1.25,0.00,0,none,1.172
242,1748942457.56,127,1.070,0.827,1.017,0.45,43.82,-0.00,-1.26,0.00,0,none,0.963
243,1748942457.66,123,1.184,0.953,1.144,0.60,43.87,-0.00,-1.28,0.00,0,none,0.346
244,1748942457.75,122,0.906,0.798,0.930,0.74,43.93,-0.00,-1.30,0.00,0,none,0.016
245,1748942457.84,122,0.735,0.706,0.738,0.87,44.00,-0.00,-1.31,0.00,0,none,0.022
246,1748942457.93,122,0.466,0.452,0.577,1.00,44.09,-0.00,-1.32,0.00,0,none,0.038
247,1748942458.03,122,0.313,0.293,0.319,1.11,44.19,-0.00,-1.33,0.00,0,none,0.028
248,1748942458.12,122,0.253,0.236,0.257,1.21,44.29,-0.00,-1.34,0.00,0,none,0.056
249,1748942458.21,122,0.294,0.263,0.294,1.30,44.40,-0.00,-1.34,0.00,0,none,0.062
250,1748942458.30,122,0.335,0.299,0.332,1.38,44.52,-0.00,-1.34,0.00,0,none,0.046
251,1748942458.39,122,0.333,0.302,0.336,1.46,44.67,-0.00,-1.35,0.00,0,none,0.032
252,1748942458.50,122,0.321,0.294,0.330,1.54,44.82,-0.00,-1.35,0.00,0,none,0.031
253,1748942458.60,122,0.300,0.272,0.306,1.59,44.97,-0.00,-1.35,-0.00,0,none,0.031
254,1748942458.69,122,0.282,0.250,0.285,1.65,45.13,-0.00,-1.35,-0.00,0,none,0.109
255,1748942458.79,122,0.258,0.230,0.266,1.69,45.29,-0.00,-1.35,-0.00,0,none,0.039
256,1748942458.88,122,0.239,0.205,0.241,1.73,45.45,-0.00,-1.35,-0.00,0,none,0.033
257,1748942458.98,122,0.217,0.178,0.216,1.76,45.61,-0.00,-1.35,-0.00,0,none,0.040
258,1748942459.07,121,0.200,0.152,0.195,1.79,45.78,-0.00,-1.35,-0.00,0,none,0.066
259,1748942459.17,121,0.178,0.136,0.187,1.81,45.96,-0.00,-1.34,-0.00,0,none,0.059
260,1748942459.26,121,0.161,0.117,0.174,1.84,46.14,-0.00,-1.34,-0.00,0,resume_reinforce,0.058
261,1748942459.37,121,0.145,0.103,0.167,1.85,46.31,-0.00,-1.34,-0.00,0,none,0.044
262,1748942459.46,121,0.136,0.091,0.156,1.87,46.49,-0.00,-1.34,-0.00,0,none,0.040
263,1748942459.55,121,0.119,0.080,0.144,1.88,46.66,-0.00,-1.34,-0.00,0,none,0.040
264,1748942459.65,121,0.108,0.069,0.133,1.90,46.84,-0.00,-1.34,-0.00,0,none,0.046
265,1748942459.74,121,0.099,0.058,0.120,1.91,47.03,-0.00,-1.34,-0.00,0,none,0.043
266,1748942459.84,121,0.099,0.051,0.115,1.92,47.21,-0.00,-1.34,-0.00,0,none,0.053
267,1748942459.93,121,0.094,0.044,0.113,1.93,47.40,-0.00,-1.34,-0.00,0,none,0.055
268,1748942460.03,121,0.092,0.039,0.113,1.93,47.61,-0.00,-1.34,-0.00,0,none,0.057
