frame,time,features,flow_left,flow_center,flow_right
82,1748876341.46,52,0.189,0.186,0.202
83,1748876341.57,52,0.168,0.164,0.182
84,1748876341.68,52,0.148,0.142,0.161
85,1748876341.80,52,0.125,0.117,0.138
86,1748876341.91,52,0.099,0.091,0.111
87,1748876342.02,52,0.072,0.062,0.081
88,1748876342.16,52,0.053,0.042,0.058
89,1748876342.27,52,0.040,0.032,0.042
90,1748876342.38,52,0.032,0.027,0.032
91,1748876342.52,52,0.039,0.035,0.035
92,1748876342.63,52,0.046,0.044,0.041
93,1748876342.76,52,0.057,0.058,0.053
94,1748876342.86,52,0.066,0.067,0.064
95,1748876342.97,52,0.074,0.075,0.072
96,1748876343.08,52,0.074,0.074,0.074
97,1748876343.21,52,0.079,0.079,0.080
98,1748876343.33,52,0.078,0.078,0.080
99,1748876343.44,52,0.076,0.075,0.079
100,1748876343.55,52,0.072,0.071,0.075
101,1748876343.66,52,0.068,0.066,0.071
102,1748876343.77,52,0.059,0.058,0.063
103,1748876343.87,52,0.052,0.050,0.056
104,1748876343.98,52,0.045,0.043,0.049
105,1748876344.09,52,0.037,0.036,0.041
106,1748876344.21,52,0.032,0.028,0.034
107,1748876344.35,52,0.025,0.022,0.028
108,1748876344.45,52,0.019,0.015,0.020
109,1748876344.56,52,0.014,0.010,0.014
110,1748876344.67,52,0.012,0.008,0.011
111,1748876344.79,52,0.010,0.008,0.010
112,1748876344.90,52,0.011,0.010,0.009
113,1748876345.01,52,0.014,0.013,0.012
114,1748876345.12,52,0.017,0.016,0.015
115,1748876345.23,52,0.018,0.019,0.018
116,1748876345.34,52,0.020,0.020,0.020
117,1748876345.47,52,0.022,0.022,0.022
118,1748876345.58,52,0.022,0.022,0.023
119,1748876345.69,52,0.022,0.022,0.023
120,1748876345.80,52,0.022,0.022,0.022
121,1748876345.91,52,0.020,0.020,0.022
122,1748876346.01,52,0.018,0.018,0.019
123,1748876346.14,52,0.017,0.017,0.019
124,1748876346.25,52,0.016,0.015,0.017
125,1748876346.36,52,0.013,0.013,0.015
126,1748876346.47,52,0.012,0.011,0.013
127,1748876346.59,52,0.010,0.009,0.012
128,1748876346.72,52,0.007,0.006,0.009
129,1748876346.83,52,0.006,0.004,0.007
130,1748876346.94,52,0.004,0.003,0.005
131,1748876347.05,52,0.004,0.002,0.004
132,1748876347.15,52,0.003,0.002,0.003
133,1748876347.26,52,0.004,0.003,0.003
134,1748876347.37,52,0.004,0.004,0.004
135,1748876347.48,52,0.005,0.005,0.005
136,1748876347.61,52,0.006,0.006,0.005
137,1748876347.71,52,0.006,0.006,0.006
138,1748876347.82,52,0.007,0.007,0.007
139,1748876347.95,52,0.007,0.007,0.008
140,1748876348.06,52,0.007,0.007,0.007
141,1748876348.18,52,0.006,0.007,0.008
142,1748876348.29,52,0.006,0.006,0.007
143,1748876348.42,52,0.006,0.006,0.007
144,1748876348.52,52,0.005,0.005,0.006
145,1748876348.63,52,0.005,0.004,0.006
146,1748876348.74,52,0.004,0.004,0.005
147,1748876348.85,52,0.004,0.003,0.004
148,1748876348.96,52,0.003,0.002,0.003
149,1748876349.07,52,0.002,0.002,0.003
150,1748876349.18,52,0.002,0.001,0.002
151,1748876349.29,52,0.001,0.001,0.002
152,1748876349.40,52,0.001,0.001,0.001
153,1748876349.51,52,0.001,0.001,0.001
154,1748876349.62,52,0.001,0.001,0.001
155,1748876349.74,52,0.001,0.001,0.001
156,1748876349.86,52,0.002,0.002,0.002
157,1748876349.97,52,0.002,0.002,0.002
158,1748876350.08,52,0.002,0.002,0.002
159,1748876350.19,52,0.002,0.002,0.002
160,1748876350.30,52,0.002,0.002,0.002
161,1748876350.41,52,0.002,0.002,0.003
162,1748876350.52,52,0.002,0.002,0.003
163,1748876350.63,52,0.002,0.002,0.002
164,1748876350.75,52,0.002,0.002,0.003
165,1748876350.86,52,0.002,0.002,0.003
166,1748876350.97,52,0.002,0.001,0.002
167,1748876351.09,52,0.002,0.001,0.002
168,1748876351.22,52,0.002,0.001,0.002
169,1748876351.33,52,0.001,0.001,0.001
170,1748876351.44,52,0.001,0.001,0.001
171,1748876351.55,52,0.001,0.001,0.001
172,1748876351.66,52,0.001,0.001,0.001
173,1748876351.78,52,0.001,0.001,0.001
174,1748876351.89,52,0.001,0.001,0.001
175,1748876352.00,52,0.001,0.001,0.001
176,1748876352.11,52,0.001,0.001,0.002
177,1748876352.22,52,0.001,0.001,0.001
178,1748876352.33,52,0.001,0.001,0.001
179,1748876352.44,52,0.001,0.001,0.001
180,1748876352.56,52,0.001,0.001,0.001
181,1748876352.67,52,0.001,0.001,0.001
182,1748876352.80,52,0.001,0.001,0.001
183,1748876352.91,52,0.001,0.001,0.002
184,1748876353.02,52,0.001,0.001,0.002
185,1748876353.12,52,0.001,0.001,0.001
186,1748876353.23,52,0.001,0.001,0.001
187,1748876353.34,52,0.001,0.001,0.001
188,1748876353.46,52,0.001,0.001,0.001
189,1748876353.59,52,0.001,0.001,0.001
190,1748876353.70,52,0.001,0.001,0.001
191,1748876353.81,52,0.001,0.001,0.001
192,1748876353.93,52,0.000,0.000,0.001
193,1748876354.04,52,0.000,0.000,0.001
194,1748876354.16,52,0.000,0.000,0.001
195,1748876354.27,52,0.000,0.000,0.001
196,1748876354.40,52,0.000,0.000,0.001
197,1748876354.51,52,0.000,0.000,0.001
198,1748876354.61,52,0.001,0.000,0.001
199,1748876354.72,52,0.001,0.000,0.001
200,1748876354.85,52,0.001,0.000,0.001
201,1748876354.99,52,0.001,0.001,0.001
202,1748876355.10,52,0.001,0.001,0.001
203,1748876355.21,52,0.001,0.001,0.001
204,1748876355.32,52,0.001,0.001,0.001
205,1748876355.44,52,0.001,0.000,0.001
206,1748876355.56,52,0.001,0.000,0.001
207,1748876355.67,52,0.001,0.000,0.001
208,1748876355.80,52,0.001,0.000,0.001
209,1748876355.91,52,0.001,0.000,0.001
210,1748876356.03,52,0.001,0.000,0.001
211,1748876356.16,52,0.001,0.000,0.001
212,1748876356.26,52,0.001,0.000,0.001
213,1748876356.37,52,0.000,0.000,0.001
214,1748876356.48,52,0.000,0.000,0.001
215,1748876356.59,52,0.000,0.000,0.001
216,1748876356.70,52,0.001,0.000,0.001
217,1748876356.82,52,0.000,0.000,0.001
218,1748876356.93,52,0.001,0.000,0.001
219,1748876357.03,52,0.001,0.000,0.001
220,1748876357.13,52,0.001,0.000,0.001
221,1748876357.24,52,0.001,0.000,0.001
222,1748876357.35,52,0.001,0.000,0.001
223,1748876357.46,52,0.001,0.000,0.001
224,1748876357.57,52,0.001,0.000,0.001
225,1748876357.69,52,0.001,0.000,0.001
226,1748876357.80,52,0.000,0.000,0.001
