frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
74,1748942001.97,62,0.761,0.944,1.035,0.22,4.32,-0.00,-0.14,0.00,0,none,0.015
75,1748942002.09,62,0.472,0.471,0.497,0.17,4.34,-0.00,-0.14,0.00,0,nudge,0.013
76,1748942003.20,53,0.858,0.822,0.899,0.38,4.61,-0.00,-0.08,0.00,0,none,0.739
77,1748942003.29,52,0.760,0.720,0.791,0.38,4.65,-0.00,-0.07,0.00,0,none,0.010
78,1748942003.39,52,0.814,0.773,0.844,0.35,4.68,-0.00,-0.06,0.00,0,none,0.073
79,1748942003.49,52,0.857,0.814,0.886,0.30,4.72,-0.00,-0.06,0.00,0,none,0.039
80,1748942003.60,52,0.892,0.848,0.918,0.26,4.75,-0.00,-0.06,0.00,0,none,0.006
81,1748942003.70,52,0.430,0.422,0.439,0.20,4.77,-0.00,-0.06,0.00,0,none,0.008
82,1748942003.80,52,0.374,0.369,0.384,0.15,4.79,-0.00,-0.06,0.00,0,nudge,0.004
83,1748942004.91,45,0.607,0.660,1.049,0.38,5.05,-0.00,0.00,0.00,0,none,1.188
84,1748942005.02,45,0.606,0.658,1.044,0.37,5.09,-0.00,0.01,0.00,0,none,0.014
85,1748942005.12,45,0.677,0.729,1.120,0.34,5.12,-0.00,0.02,0.00,0,none,0.027
86,1748942005.21,45,0.728,0.783,1.172,0.30,5.15,-0.00,0.02,0.00,0,none,0.007
87,1748942005.30,45,0.766,0.820,1.208,0.26,5.18,-0.00,0.02,0.00,0,none,0.009
88,1748942005.40,45,0.397,0.393,0.403,0.21,5.20,-0.00,0.03,0.00,0,none,0.005
89,1748942005.50,45,0.300,0.296,0.306,0.16,5.22,-0.00,0.03,0.00,0,nudge,0.013
90,1748942006.61,40,0.683,0.598,1.500,0.38,5.48,-0.00,0.08,0.00,0,none,2.024
91,1748942006.70,39,0.654,0.565,1.468,0.38,5.52,-0.00,0.09,0.00,0,none,0.011
92,1748942006.81,39,0.779,0.682,1.705,0.34,5.56,-0.00,0.10,0.00,0,none,0.278
93,1748942006.91,39,0.832,0.735,1.762,0.30,5.59,-0.00,0.10,0.00,0,none,0.047
94,1748942007.01,39,0.861,0.768,1.801,0.25,5.62,-0.00,0.11,0.00,0,none,0.030
95,1748942007.12,38,0.375,0.362,0.497,0.19,5.64,-0.00,0.11,0.00,0,nudge,0.007
96,1748942008.25,36,0.688,0.667,0.813,0.38,5.92,-0.00,0.17,0.00,0,none,0.406
97,1748942008.34,35,0.554,0.539,0.566,0.39,5.96,-0.00,0.17,0.00,0,none,0.006
98,1748942008.44,35,0.618,0.600,0.624,0.36,5.99,-0.00,0.18,0.00,0,none,0.023
99,1748942008.53,35,0.659,0.642,0.659,0.32,6.02,-0.00,0.18,0.00,0,none,0.005
100,1748942008.63,35,0.680,0.664,0.680,0.27,6.05,-0.00,0.19,0.00,0,none,0.005
101,1748942008.72,35,0.341,0.336,0.341,0.22,6.08,-0.00,0.19,0.00,0,none,0.003
102,1748942008.83,35,0.316,0.311,0.316,0.16,6.10,-0.00,0.19,0.00,0,nudge,0.007
103,1748942009.95,32,0.529,0.502,0.174,0.38,6.36,-0.00,0.25,0.00,0,none,0.210
104,1748942010.05,32,0.492,0.464,0.087,0.38,6.40,-0.00,0.26,0.00,0,none,0.003
105,1748942010.14,32,0.574,0.543,0.040,0.35,6.43,-0.00,0.26,0.00,0,none,0.045
