frame,time,features,flow_left,flow_center,flow_right
130,1748952025.00,16,0.668,0.735,0.857
131,1748952025.11,15,0.726,0.770,0.938
132,1748952025.21,15,0.821,0.812,1.030
133,1748952025.31,15,0.933,0.855,1.129
134,1748952025.41,15,0.993,0.882,1.222
135,1748952025.52,15,1.080,0.967,1.376
136,1748952025.62,8,1.193,0.816,1.560
137,1748952025.72,8,1.324,0.652,1.512
138,1748952025.83,5,1.425,0.463,1.541
139,1748952025.92,2,1.257,0.257,1.567
140,1748952026.03,2,1.162,0.000,1.463
141,1748952026.13,1,1.281,0.000,1.062
142,1748952026.22,1,1.412,0.000,0.879
143,1748952026.32,1,1.371,0.000,0.579
144,1748952026.42,1,2.019,0.000,0.261
145,1748952026.51,0,1.863,0.000,0.000
