timestamp,num_features,left,center,right
2025-06-02T13:06:41.181366,31,0.016,0.000,0.000
2025-06-02T13:06:41.361735,31,0.011,0.000,0.000
2025-06-02T13:06:41.563114,31,0.012,0.000,0.000
2025-06-02T13:06:41.765310,31,0.012,0.000,0.000
2025-06-02T13:06:41.961729,31,0.010,0.000,0.000
2025-06-02T13:06:42.144282,31,0.011,0.000,0.000
2025-06-02T13:06:42.334272,31,0.013,0.000,0.000
2025-06-02T13:06:42.542398,31,0.014,0.000,0.000
2025-06-02T13:06:42.726307,31,0.012,0.000,0.000
2025-06-02T13:06:42.920189,31,0.012,0.000,0.000
2025-06-02T13:06:43.116228,31,0.014,0.000,0.000
2025-06-02T13:06:43.300734,31,0.012,0.000,0.000
2025-06-02T13:06:43.488898,31,0.010,0.000,0.000
2025-06-02T13:06:43.673114,31,0.011,0.000,0.000
2025-06-02T13:06:43.865238,31,0.013,0.000,0.000
2025-06-02T13:06:44.048704,31,0.014,0.000,0.000
2025-06-02T13:06:44.240767,31,0.013,0.000,0.000
2025-06-02T13:06:44.424898,31,0.011,0.000,0.000
2025-06-02T13:06:44.621522,31,0.013,0.000,0.000
2025-06-02T13:06:44.821579,31,0.011,0.000,0.000
2025-06-02T13:06:45.025139,31,0.011,0.000,0.000
2025-06-02T13:06:45.208995,31,0.011,0.000,0.000
2025-06-02T13:06:45.394239,31,0.013,0.000,0.000
2025-06-02T13:06:45.585669,31,0.014,0.000,0.000
2025-06-02T13:06:45.772511,31,0.013,0.000,0.000
2025-06-02T13:06:45.967005,31,0.011,0.000,0.000
2025-06-02T13:06:46.178398,31,0.013,0.000,0.000
2025-06-02T13:06:46.381910,31,0.011,0.000,0.000
2025-06-02T13:06:46.573798,31,0.010,0.000,0.000
2025-06-02T13:06:46.774157,31,0.012,0.000,0.000
2025-06-02T13:06:46.964804,31,0.014,0.000,0.000
2025-06-02T13:06:47.148777,31,0.014,0.000,0.000
2025-06-02T13:06:47.342989,31,0.013,0.000,0.000
2025-06-02T13:06:47.525857,31,0.010,0.000,0.000
2025-06-02T13:06:47.734122,31,0.012,0.000,0.000
2025-06-02T13:06:47.923492,31,0.011,0.000,0.000
2025-06-02T13:06:48.109053,31,0.010,0.000,0.000
2025-06-02T13:06:48.290904,31,0.012,0.000,0.000
2025-06-02T13:06:48.488079,31,0.014,0.000,0.000
2025-06-02T13:06:48.683051,31,0.014,0.000,0.000
2025-06-02T13:06:48.870820,31,0.014,0.000,0.000
2025-06-02T13:06:49.056381,31,0.011,0.000,0.000
2025-06-02T13:06:49.242824,31,0.012,0.000,0.000
2025-06-02T13:06:49.432740,31,0.011,0.000,0.000
2025-06-02T13:06:49.616088,31,0.010,0.000,0.000
2025-06-02T13:06:49.813028,31,0.012,0.000,0.000
2025-06-02T13:06:50.005226,31,0.014,0.000,0.000
2025-06-02T13:06:50.193574,31,0.014,0.000,0.000
2025-06-02T13:06:50.382936,31,0.013,0.000,0.000
2025-06-02T13:06:50.569004,31,0.011,0.000,0.000
2025-06-02T13:06:50.766724,31,0.012,0.000,0.000
2025-06-02T13:06:50.968355,31,0.011,0.000,0.000
2025-06-02T13:06:51.168898,31,0.010,0.000,0.000
2025-06-02T13:06:51.360579,31,0.012,0.000,0.000
2025-06-02T13:06:51.707268,31,0.014,0.000,0.000
2025-06-02T13:06:52.035537,31,0.015,0.000,0.000
2025-06-02T13:06:52.357839,31,0.014,0.000,0.000
