frame,time,features,flow_left,flow_center,flow_right
117,1748953373.77,149,0.190,0.096,0.282
118,1748953373.87,150,0.197,0.103,0.294
119,1748953373.98,150,0.203,0.100,0.309
120,1748953374.08,148,0.206,0.096,0.316
121,1748953374.19,148,0.210,0.094,0.330
122,1748953374.29,150,0.212,0.087,0.342
123,1748953374.40,129,0.222,0.084,0.379
124,1748953374.52,137,0.232,0.089,0.394
125,1748953374.64,147,0.247,0.094,0.418
126,1748953374.74,150,0.256,0.097,0.419
127,1748953374.84,147,0.264,0.098,0.432
128,1748953374.95,145,0.270,0.098,0.436
129,1748953375.05,140,0.276,0.100,0.467
130,1748953375.15,138,0.286,0.101,0.514
131,1748953375.26,143,0.312,0.105,0.617
132,1748953375.36,147,0.334,0.113,0.745
133,1748953375.46,127,0.361,0.128,0.903
134,1748953375.57,132,0.428,0.145,0.985
135,1748953375.67,123,0.528,0.172,1.063
136,1748953375.76,127,0.645,0.233,1.068
137,1748953375.88,96,0.725,0.365,1.100
138,1748953375.98,148,0.813,0.478,1.123
139,1748953376.08,147,0.896,0.624,1.188
140,1748953376.18,145,0.972,0.830,1.291
141,1748953376.27,110,1.054,1.002,1.455
142,1748953376.37,131,1.285,1.177,1.571
143,1748953376.47,66,1.634,1.232,1.671
144,1748953376.56,52,2.630,1.268,1.799
145,1748953376.67,9,3.178,1.860,2.953
146,1748953376.78,22,4.882,2.073,2.751
147,1748953376.87,23,4.969,2.061,2.525
148,1748953376.97,62,4.685,1.958,2.534
149,1748953377.07,56,3.871,2.348,2.522
150,1748953377.17,48,3.409,2.026,1.241
151,1748953377.25,35,1.969,1.941,1.331
152,1748953377.34,27,2.303,1.812,1.443
153,1748953377.44,135,2.191,1.760,1.093
154,1748953377.54,130,1.903,1.197,0.743
155,1748953377.63,136,1.653,0.695,0.573
156,1748953377.73,129,1.179,0.355,0.365
157,1748953377.83,128,0.419,0.180,0.120
158,1748953377.94,129,0.329,0.153,0.096
159,1748953378.02,128,0.247,0.121,0.079
160,1748953378.12,134,0.184,0.113,0.067
161,1748953378.21,127,0.125,0.086,0.049
162,1748953378.29,126,0.085,0.085,0.049
163,1748953378.39,133,0.062,0.088,0.040
164,1748953378.47,130,0.049,0.100,0.043
165,1748953378.56,131,0.042,0.111,0.047
166,1748953378.65,129,0.035,0.109,0.048
167,1748953378.74,131,0.031,0.100,0.042
168,1748953378.83,132,0.026,0.095,0.041
169,1748953378.92,125,0.622,0.185,0.102
170,1748953379.01,140,0.647,0.181,0.120
171,1748953379.11,139,0.799,0.221,0.150
172,1748953379.20,137,0.880,0.239,0.168
173,1748953379.29,138,0.926,0.240,0.177
174,1748953379.39,139,0.356,0.147,0.122
175,1748953379.47,141,0.347,0.136,0.101
176,1748953379.56,138,0.216,0.091,0.071
177,1748953379.66,139,0.144,0.082,0.058
178,1748953379.74,141,0.102,0.083,0.053
179,1748953379.83,134,0.078,0.078,0.045
180,1748953379.93,139,0.063,0.082,0.044
181,1748953380.02,129,0.045,0.078,0.041
182,1748953380.11,137,0.037,0.078,0.039
183,1748953380.20,132,0.036,0.077,0.039
184,1748953380.29,138,0.033,0.080,0.040
185,1748953380.37,137,0.030,0.080,0.040
186,1748953380.45,139,0.027,0.080,0.041
187,1748953380.54,143,0.025,0.075,0.039
188,1748953380.63,140,0.034,0.083,0.040
189,1748953380.73,137,0.035,0.089,0.041
190,1748953380.82,136,0.037,0.091,0.042
191,1748953380.91,137,0.044,0.097,0.043
192,1748953381.00,133,0.045,0.088,0.040
193,1748953381.08,139,0.033,0.071,0.036
