frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
52,1748940507.17,63,1.676,2.173,2.766,0.29,8.17,1.38,-1.09,-0.01,0,none,5.754
53,1748940507.26,51,1.617,2.123,2.368,0.30,8.20,1.38,-1.08,-0.01,0,none,0.224
54,1748940507.37,48,2.111,2.882,3.262,0.28,8.23,1.38,-1.07,-0.01,0,none,4.256
55,1748940507.47,44,2.199,2.975,3.360,0.25,8.25,1.38,-1.07,-0.01,0,none,0.303
56,1748940507.57,44,2.072,2.869,3.190,0.21,8.28,1.38,-1.07,-0.01,0,none,0.110
57,1748940507.67,44,1.133,1.381,1.679,0.17,8.29,1.38,-1.07,-0.01,0,nudge,0.077
58,1748940508.78,39,1.613,1.774,2.365,0.39,8.57,1.38,-1.01,-0.01,0,none,2.188
59,1748940508.88,38,1.259,1.184,1.575,0.38,8.61,1.38,-1.00,-0.01,0,none,0.109
60,1748940508.98,37,1.496,1.399,1.855,0.34,8.65,1.38,-0.99,-0.01,0,none,1.979
61,1748940509.10,37,1.596,1.507,1.957,0.29,8.69,1.38,-0.99,-0.01,0,none,0.343
62,1748940509.21,37,1.633,1.534,1.995,0.25,8.72,1.38,-0.99,-0.01,0,none,0.060
63,1748940509.31,37,1.027,1.009,1.161,0.19,8.74,1.38,-0.98,-0.01,0,nudge,0.054
64,1748940510.43,30,1.667,1.458,2.058,0.38,9.02,1.38,-0.92,-0.01,0,none,3.894
65,1748940510.52,30,1.316,1.136,1.648,0.38,9.06,1.38,-0.92,-0.01,0,none,0.063
66,1748940510.63,29,1.825,1.369,1.769,0.35,9.10,1.38,-0.91,-0.01,0,none,2.930
68,1748940511.84,150,1.779,1.316,1.731,0.31,9.09,1.38,-0.87,-0.01,0,none,0.047
69,1748940511.95,150,1.963,1.471,1.883,0.31,9.06,1.38,-0.86,-0.01,0,none,0.481
70,1748940512.05,150,1.418,1.094,1.042,0.29,9.03,1.38,-0.86,-0.01,0,none,0.921
71,1748940512.15,150,1.461,1.135,1.072,0.25,9.00,1.38,-0.85,-0.01,0,none,0.495
72,1748940512.25,150,0.813,0.742,0.797,0.21,8.98,1.38,-0.85,-0.01,0,none,0.012
73,1748940512.35,150,0.800,0.737,0.764,0.17,8.96,1.38,-0.85,-0.01,0,nudge,0.007
74,1748940513.45,150,0.661,0.635,0.627,0.34,9.09,1.38,-0.81,-0.01,0,none,0.045
75,1748940513.55,150,0.531,0.522,0.512,0.34,9.12,1.38,-0.80,-0.01,0,none,0.148
76,1748940513.66,150,0.637,0.572,0.577,0.32,9.15,1.38,-0.79,-0.01,0,none,0.532
77,1748940513.76,150,0.685,0.621,0.620,0.28,9.18,1.38,-0.79,-0.01,0,none,0.051
78,1748940513.85,150,0.718,0.654,0.649,0.23,9.21,1.38,-0.78,-0.01,0,none,0.008
79,1748940513.96,150,0.664,0.595,0.614,0.18,9.23,1.38,-0.78,-0.01,0,nudge,0.006
80,1748940515.08,150,0.898,0.847,0.862,0.39,9.51,1.38,-0.72,-0.01,0,none,1.678
81,1748940515.18,149,0.740,0.744,0.744,0.38,9.55,1.38,-0.72,-0.01,0,none,0.070
82,1748940515.28,149,0.897,0.811,1.239,0.35,9.59,1.38,-0.71,-0.01,0,none,1.552
83,1748940515.38,148,0.933,0.845,1.281,0.31,9.62,1.38,-0.71,-0.01,0,none,0.047
84,1748940515.49,148,0.961,0.871,1.313,0.25,9.65,1.38,-0.70,-0.01,0,none,0.020
85,1748940515.59,148,0.617,0.517,0.959,0.20,9.67,1.38,-0.70,-0.01,0,none,0.016
86,1748940515.69,148,0.521,0.422,0.866,0.15,9.69,1.38,-0.70,-0.01,0,nudge,0.015
87,1748940516.80,141,0.799,0.611,0.831,0.38,9.95,1.38,-0.64,-0.01,0,none,2.075
88,1748940516.92,139,0.830,0.631,0.852,0.37,9.99,1.38,-0.63,-0.01,0,none,0.201
89,1748940517.02,139,0.989,0.759,0.993,0.33,10.03,1.38,-0.63,-0.01,0,none,0.661
90,1748940517.14,139,1.061,0.832,1.065,0.28,10.06,1.38,-0.62,-0.01,0,none,0.051
91,1748940517.25,139,1.106,0.878,1.109,0.23,10.09,1.38,-0.62,-0.01,0,none,0.015
92,1748940517.36,139,0.558,0.513,0.542,0.18,10.11,1.38,-0.62,-0.01,0,nudge,0.013
93,1748940518.46,129,0.810,0.834,0.962,0.38,10.39,1.38,-0.56,-0.01,0,none,1.870
94,1748940518.56,127,0.680,0.738,0.859,0.37,10.43,1.38,-0.55,-0.01,0,none,0.057
95,1748940518.68,127,0.737,0.872,1.134,0.34,10.47,1.38,-0.55,-0.01,0,none,1.276
96,1748940518.78,127,0.766,0.900,1.168,0.29,10.50,1.38,-0.54,-0.01,0,none,0.035
97,1748940518.89,127,0.796,0.931,1.206,0.25,10.53,1.38,-0.54,-0.01,0,none,0.030
98,1748940518.98,127,0.424,0.502,0.677,0.19,10.55,1.38,-0.54,-0.01,0,nudge,0.021
99,1748940520.09,110,0.799,0.770,1.737,0.39,10.83,1.38,-0.48,-0.01,0,none,2.657
100,1748940520.18,108,0.678,0.572,1.400,0.39,10.87,1.38,-0.47,-0.01,0,none,0.016
101,1748940520.28,107,0.860,0.699,1.596,0.36,10.91,1.38,-0.47,-0.01,0,none,0.803
102,1748940520.38,107,0.905,0.736,1.629,0.32,10.94,1.38,-0.46,-0.01,0,none,0.065
103,1748940520.47,107,0.941,0.771,1.658,0.26,10.97,1.38,-0.46,-0.01,0,none,0.045
104,1748940520.58,107,0.500,0.436,0.522,0.21,10.99,1.38,-0.46,-0.01,0,none,0.012
105,1748940520.68,107,0.469,0.404,0.488,0.16,11.01,1.38,-0.45,-0.01,0,nudge,0.015
106,1748940521.79,100,0.657,0.542,0.581,0.38,11.27,1.38,-0.40,-0.01,0,none,0.933
107,1748940521.89,100,0.627,0.517,0.554,0.38,11.31,1.38,-0.39,-0.01,0,none,0.028
108,1748940521.98,99,0.744,0.610,0.637,0.35,11.34,1.38,-0.38,-0.01,0,none,0.512
109,1748940522.08,99,0.802,0.670,0.694,0.31,11.38,1.38,-0.38,-0.01,0,none,0.061
110,1748940522.18,99,0.842,0.709,0.731,0.26,11.41,1.38,-0.38,-0.01,0,none,0.018
111,1748940522.28,99,0.413,0.386,0.376,0.21,11.43,1.38,-0.37,-0.01,0,none,0.005
112,1748940522.39,99,0.357,0.331,0.320,0.15,11.45,1.38,-0.37,-0.01,0,nudge,0.007
113,1748940523.50,95,0.601,0.543,0.643,0.38,11.71,1.38,-0.32,-0.01,0,none,1.417
114,1748940523.60,95,0.557,0.497,0.602,0.38,11.74,1.38,-0.31,-0.01,0,none,0.012
115,1748940523.69,94,0.743,0.604,0.776,0.35,11.78,1.38,-0.30,-0.01,0,none,0.846
116,1748940523.78,94,0.793,0.654,0.827,0.31,11.81,1.38,-0.30,-0.01,0,none,0.009
117,1748940523.88,94,0.833,0.694,0.869,0.26,11.84,1.38,-0.29,-0.01,0,none,0.009
118,1748940523.99,94,0.442,0.359,0.433,0.21,11.86,1.38,-0.29,-0.01,0,none,0.010
119,1748940524.08,93,0.408,0.324,0.396,0.16,11.88,1.38,-0.29,-0.01,0,nudge,0.012
