frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
90,1748943473.85,65,0.313,0.035,0.375,1.98,13.85,0.00,-1.03,-0.00,0,none,0.293
91,1748943473.95,65,0.306,0.036,0.343,1.98,14.05,0.00,-1.03,-0.00,0,none,0.215
92,1748943474.05,65,0.281,0.034,0.337,1.98,14.23,0.00,-1.03,-0.00,0,none,0.207
93,1748943474.14,64,0.280,0.033,0.309,1.98,14.41,0.00,-1.03,-0.00,0,none,0.246
94,1748943474.24,64,0.297,0.033,0.270,1.98,14.65,0.00,-1.03,-0.00,0,resume_reinforce,0.237
95,1748943474.36,63,0.329,0.031,0.248,1.98,14.84,0.00,-1.03,-0.00,0,none,0.287
96,1748943474.45,63,0.331,0.028,0.266,1.98,15.04,0.00,-1.03,-0.00,0,none,0.271
97,1748943474.55,63,0.349,0.028,0.262,1.98,15.23,0.00,-1.03,-0.00,0,none,0.296
98,1748943474.65,63,0.347,0.027,0.259,1.98,15.42,0.00,-1.03,-0.00,0,none,0.201
99,1748943474.74,63,0.352,0.026,0.253,1.98,15.62,0.00,-1.03,-0.00,0,none,0.199
100,1748943474.84,63,0.332,0.025,0.228,1.98,15.81,0.00,-1.03,-0.00,0,none,0.190
101,1748943474.95,63,0.329,0.026,0.198,1.98,16.00,0.00,-1.03,-0.00,0,none,0.196
102,1748943475.04,63,0.308,0.025,0.182,1.98,16.19,0.00,-1.03,-0.00,0,none,0.204
103,1748943475.13,63,0.309,0.026,0.169,1.98,16.39,0.00,-1.03,-0.00,0,none,0.208
104,1748943475.24,63,0.296,0.027,0.168,1.98,16.62,0.00,-1.03,-0.00,0,none,0.226
105,1748943475.35,63,0.312,0.026,0.178,1.98,16.81,0.00,-1.03,-0.00,0,none,0.264
106,1748943475.45,63,0.351,0.026,0.191,1.98,17.01,0.00,-1.03,-0.00,0,none,0.301
107,1748943475.55,63,0.356,0.027,0.192,1.98,17.20,0.00,-1.03,-0.00,0,none,0.226
108,1748943475.64,63,0.336,0.027,0.201,1.98,17.39,0.00,-1.03,-0.00,0,none,0.205
109,1748943475.74,62,0.327,0.027,0.198,1.98,17.58,0.00,-1.03,-0.00,0,none,0.234
110,1748943475.84,62,0.304,0.026,0.216,1.98,17.78,0.00,-1.02,-0.00,0,none,0.265
111,1748943475.94,60,0.263,0.027,0.251,1.98,17.97,0.00,-1.02,0.00,0,none,0.269
112,1748943476.04,60,0.271,0.027,0.295,1.98,18.17,0.00,-1.02,0.00,0,none,0.323
113,1748943476.13,59,0.276,0.027,0.338,1.98,18.37,0.00,-1.02,0.00,0,none,0.284
114,1748943476.24,52,0.289,0.028,0.370,1.98,18.58,0.00,-1.02,0.00,0,resume_reinforce,0.255
115,1748943476.34,49,0.305,0.028,0.340,1.98,18.76,0.00,-1.02,0.00,0,none,0.189
116,1748943476.44,46,0.337,0.027,0.278,1.98,18.95,0.00,-1.02,0.00,0,none,0.226
117,1748943476.53,45,0.315,0.026,0.208,1.98,19.14,0.00,-1.02,0.00,0,none,0.107
118,1748943476.63,45,0.355,0.027,0.259,1.98,19.34,0.00,-1.02,0.00,0,none,0.440
119,1748943476.73,45,0.410,0.026,0.283,1.98,19.53,0.00,-1.02,0.00,0,none,0.405
120,1748943476.82,45,0.632,0.027,0.267,1.98,19.73,0.00,-1.02,0.00,0,none,1.413
121,1748943476.93,45,0.583,0.028,0.264,1.98,19.93,0.00,-1.02,0.00,0,none,0.153
122,1748943477.03,45,0.611,0.028,0.258,1.98,20.13,0.00,-1.02,0.00,0,none,0.208
123,1748943477.13,44,0.573,0.028,0.131,1.98,20.31,0.00,-1.02,0.00,0,none,0.144
124,1748943477.22,44,0.504,0.028,0.053,1.98,20.51,0.00,-1.02,0.00,0,none,0.140
125,1748943477.32,44,0.268,0.027,0.058,1.98,20.71,0.00,-1.02,0.00,0,none,0.154
126,1748943477.42,44,0.370,0.026,0.057,1.98,20.90,0.00,-1.02,-0.00,0,none,0.435
127,1748943477.52,43,0.441,0.027,0.059,1.98,21.09,0.00,-1.02,-0.00,0,none,0.467
128,1748943477.61,43,0.427,0.028,0.074,1.98,21.28,0.00,-1.02,-0.00,0,none,0.137
129,1748943477.71,43,0.399,0.028,0.082,1.98,21.47,0.00,-1.02,-0.00,0,none,0.081
130,1748943477.80,43,0.366,0.029,0.073,1.98,21.66,0.00,-1.02,-0.00,0,none,0.089
131,1748943477.90,43,0.250,0.029,0.087,1.98,21.86,0.00,-1.02,-0.00,0,none,0.122
132,1748943478.00,43,0.127,0.029,0.089,1.98,22.07,0.00,-1.02,-0.00,0,none,0.093
133,1748943478.11,43,0.109,0.029,0.082,1.98,22.27,0.00,-1.02,-0.00,0,none,0.094
134,1748943478.21,43,0.113,0.028,0.076,1.98,22.45,0.00,-1.02,-0.00,0,none,0.103
135,1748943478.30,43,0.119,0.027,0.075,1.98,22.62,0.00,-1.02,-0.00,0,resume_reinforce,0.109
136,1748943478.39,43,0.116,0.026,0.057,1.98,22.81,0.00,-1.02,-0.00,0,none,0.082
137,1748943478.48,43,0.113,0.024,0.048,1.98,22.99,0.00,-1.02,-0.00,0,none,0.054
138,1748943478.57,43,0.122,0.022,0.035,1.98,23.19,0.00,-1.02,-0.00,0,none,0.081
139,1748943478.67,43,0.111,0.023,0.027,1.98,23.37,0.00,-1.02,-0.00,0,none,0.035
140,1748943478.77,43,0.110,0.022,0.019,1.98,23.55,0.00,-1.02,-0.00,0,none,0.067
141,1748943478.86,43,0.105,0.022,0.017,1.98,23.74,0.00,-1.02,-0.00,0,none,0.064
142,1748943478.95,43,0.112,0.023,0.019,1.98,23.95,0.00,-1.02,-0.00,0,none,0.075
143,1748943479.06,43,0.097,0.024,0.018,1.98,24.15,0.00,-1.02,-0.00,0,none,0.040
144,1748943479.16,43,0.096,0.023,0.017,1.98,24.33,0.00,-1.01,-0.00,0,none,0.042
145,1748943479.26,42,0.088,0.023,0.016,1.98,24.53,0.00,-1.01,-0.00,0,none,0.046
146,1748943479.35,42,0.081,0.024,0.019,1.98,24.75,0.00,-1.01,-0.00,0,none,0.043
147,1748943479.46,42,0.068,0.024,0.023,1.98,24.95,0.00,-1.01,-0.00,0,none,0.045
148,1748943479.57,42,0.066,0.024,0.053,1.98,25.16,0.00,-1.01,-0.00,0,none,0.146
149,1748943479.67,42,0.066,0.024,0.073,1.98,25.36,0.00,-1.01,-0.00,0,none,0.089
150,1748943479.77,35,0.062,0.024,0.118,1.98,25.55,0.00,-1.01,-0.00,0,none,0.117
151,1748943479.87,34,0.066,0.024,0.146,1.98,25.77,0.00,-1.01,-0.00,0,none,0.092
152,1748943479.98,33,0.072,0.024,0.161,1.98,25.98,0.00,-1.01,-0.00,0,none,0.052
153,1748943480.09,33,0.079,0.022,0.143,1.98,26.19,0.00,-1.01,-0.00,0,none,0.054
154,1748943480.19,33,0.081,0.022,0.134,1.98,26.40,0.00,-1.01,-0.00,0,none,0.054
155,1748943480.30,33,0.084,0.022,0.101,1.98,26.59,0.00,-1.01,-0.00,0,none,0.051
156,1748943480.39,33,0.077,0.023,0.082,1.98,26.78,0.00,-1.01,-0.00,0,resume_reinforce,0.044
157,1748943480.49,33,0.083,0.022,0.072,1.98,26.96,0.00,-1.01,-0.00,0,none,0.070
158,1748943480.58,33,0.084,0.021,0.069,1.98,27.16,0.00,-1.01,-0.00,0,none,0.056
159,1748943480.68,33,0.090,0.021,0.069,1.98,27.34,0.00,-1.01,-0.00,0,none,0.071
160,1748943480.78,33,0.088,0.021,0.068,1.98,27.52,0.00,-1.01,-0.00,0,none,0.047
161,1748943480.87,33,0.094,0.019,0.070,1.98,27.74,0.00,-1.01,-0.00,0,none,0.058
162,1748943480.98,33,0.094,0.021,0.073,1.98,27.95,0.00,-1.01,-0.00,0,none,0.066
163,1748943481.09,33,0.092,0.021,0.078,1.98,28.16,0.00,-1.01,-0.00,0,none,0.057
164,1748943481.19,33,0.089,0.022,0.081,1.98,28.34,0.00,-1.01,-0.00,0,none,0.064
165,1748943481.28,33,0.090,0.022,0.085,1.98,28.53,0.00,-1.01,-0.00,0,none,0.055
166,1748943481.38,33,0.096,0.022,0.088,1.98,28.72,0.00,-1.01,-0.00,0,none,0.072
167,1748943481.47,33,0.100,0.020,0.087,1.98,28.89,0.00,-1.01,-0.00,0,none,0.073
168,1748943481.56,32,0.099,0.019,0.088,1.98,29.09,0.00,-1.01,-0.00,0,none,0.062
169,1748943481.66,32,0.102,0.019,0.089,1.98,29.28,0.00,-1.01,-0.00,0,none,0.070
170,1748943481.76,32,0.105,0.018,0.090,1.98,29.46,0.00,-1.01,-0.00,0,none,0.069
171,1748943481.85,32,0.104,0.018,0.088,1.98,29.68,0.00,-1.01,-0.00,0,none,0.076
172,1748943481.96,32,0.096,0.019,0.092,1.98,29.87,0.00,-1.01,-0.00,0,none,0.077
173,1748943482.06,32,0.104,0.020,0.095,1.98,30.09,0.00,-1.01,-0.00,0,none,0.086
174,1748943482.17,32,0.102,0.020,0.107,1.98,30.27,0.00,-1.01,-0.00,0,none,0.087
175,1748943482.27,32,0.105,0.020,0.113,1.98,30.45,0.00,-1.01,-0.00,0,none,0.086
176,1748943482.36,32,0.106,0.020,0.115,1.98,30.64,0.00,-1.01,-0.00,0,none,0.087
177,1748943482.45,32,0.110,0.019,0.119,1.98,30.82,0.00,-1.01,-0.00,0,resume_reinforce,0.087
178,1748943482.55,32,0.114,0.020,0.120,1.98,31.02,0.00,-1.00,-0.00,0,none,0.102
179,1748943482.65,31,0.113,0.020,0.114,1.98,31.21,0.00,-1.00,-0.00,0,none,0.076
180,1748943482.74,31,0.106,0.021,0.118,1.98,31.41,0.00,-1.00,-0.00,0,none,0.080
181,1748943482.85,31,0.095,0.021,0.122,1.98,31.61,0.00,-1.00,-0.00,0,none,0.079
182,1748943482.95,31,0.090,0.021,0.127,1.98,31.81,0.00,-1.00,-0.00,0,none,0.086
183,1748943483.05,31,0.097,0.021,0.138,1.98,32.02,0.00,-1.00,-0.00,0,none,0.105
184,1748943483.15,31,0.106,0.021,0.143,1.98,32.22,0.00,-1.00,-0.00,0,none,0.105
185,1748943483.25,31,0.110,0.021,0.149,1.98,32.41,0.00,-1.00,-0.00,0,none,0.115
186,1748943483.35,31,0.116,0.022,0.165,1.98,32.59,0.00,-1.00,-0.00,0,none,0.107
187,1748943483.44,31,0.124,0.021,0.166,1.98,32.77,0.00,-1.00,-0.00,0,none,0.103
188,1748943483.53,31,0.110,0.020,0.164,1.98,32.96,0.00,-1.00,-0.00,0,none,0.109
189,1748943483.62,30,0.093,0.019,0.166,1.98,33.14,0.00,-1.00,-0.00,0,none,0.063
190,1748943483.72,30,0.080,0.018,0.164,1.98,33.32,0.00,-1.00,-0.00,0,none,0.061
191,1748943483.81,30,0.070,0.018,0.157,1.98,33.51,0.00,-1.00,-0.00,0,none,0.065
192,1748943483.91,30,0.053,0.018,0.166,1.98,33.72,0.00,-1.00,-0.00,0,none,0.073
193,1748943484.01,30,0.039,0.020,0.172,1.98,33.89,0.00,-1.00,-0.00,0,none,0.074
194,1748943484.10,30,0.039,0.020,0.178,1.98,34.08,0.00,-1.00,-0.00,0,none,0.071
195,1748943484.20,30,0.049,0.020,0.190,1.98,34.27,0.00,-1.00,-0.00,0,none,0.094
196,1748943484.29,30,0.046,0.020,0.200,1.98,34.47,0.00,-1.00,-0.00,0,none,0.088
197,1748943484.39,30,0.047,0.019,0.210,1.98,34.65,0.00,-1.00,-0.00,0,none,0.086
198,1748943484.48,30,0.049,0.018,0.216,1.98,34.83,0.00,-1.00,-0.00,0,resume_reinforce,0.090
199,1748943484.57,30,0.053,0.020,0.227,1.98,35.02,0.00,-1.00,-0.00,0,none,0.097
200,1748943484.67,29,0.043,0.023,0.223,1.98,35.21,0.00,-1.00,-0.00,0,none,0.070
201,1748943484.77,29,0.046,0.024,0.216,1.98,35.40,0.00,-1.00,-0.00,0,none,0.067
202,1748943484.86,29,0.047,0.025,0.213,1.98,35.61,0.00,-1.00,-0.00,0,none,0.076
203,1748943484.97,29,0.049,0.025,0.217,1.98,35.81,0.00,-1.00,-0.00,0,none,0.084
204,1748943485.07,29,0.044,0.023,0.209,1.98,36.01,0.00,-1.00,-0.00,0,none,0.083
205,1748943485.17,29,0.050,0.019,0.211,1.98,36.23,0.00,-1.00,-0.00,0,none,0.087
206,1748943485.28,29,0.046,0.019,0.224,1.98,36.40,0.00,-1.00,-0.00,0,none,0.104
207,1748943485.37,29,0.045,0.017,0.220,1.98,36.59,0.00,-1.00,-0.00,0,none,0.088
208,1748943485.46,29,0.049,0.015,0.218,1.98,36.82,0.00,-1.00,-0.00,0,none,0.104
209,1748943485.58,29,0.050,0.016,0.241,1.98,37.01,0.00,-1.00,-0.00,0,none,0.133
210,1748943485.68,28,0.047,0.015,0.237,1.98,37.20,0.00,-1.00,-0.00,0,none,0.075
211,1748943485.77,28,0.049,0.014,0.223,1.98,37.38,0.00,-1.00,-0.00,0,none,0.070
212,1748943485.86,27,0.049,0.014,0.198,1.98,37.57,0.00,-0.99,-0.00,0,none,0.033
213,1748943485.96,27,0.047,0.014,0.170,1.98,37.76,0.00,-0.99,-0.00,0,none,0.041
214,1748943486.06,27,0.045,0.014,0.123,1.98,37.95,0.00,-0.99,-0.00,0,none,0.039
215,1748943486.15,27,0.047,0.014,0.110,1.98,38.15,0.00,-0.99,-0.00,0,none,0.043
216,1748943486.26,27,0.047,0.014,0.096,1.98,38.36,0.00,-0.99,-0.00,0,none,0.048
217,1748943486.36,27,0.046,0.014,0.116,1.98,38.54,0.00,-0.99,-0.00,0,none,0.068
218,1748943486.45,26,0.045,0.014,0.099,1.98,38.73,0.00,-0.99,-0.00,0,none,0.033
219,1748943486.55,26,0.051,0.014,0.085,1.98,38.93,0.00,-0.99,-0.00,0,resume_reinforce,0.051
220,1748943486.65,26,0.059,0.014,0.064,1.98,39.14,0.00,-0.99,-0.00,0,none,0.063
221,1748943486.76,26,0.061,0.014,0.044,1.98,39.36,0.00,-0.99,-0.00,0,none,0.040
222,1748943486.87,26,0.069,0.014,0.027,1.98,39.56,0.00,-0.99,-0.00,0,none,0.050
223,1748943486.97,26,0.077,0.014,0.029,1.98,39.77,0.00,-0.99,-0.00,0,none,0.058
224,1748943487.08,26,0.078,0.014,0.038,1.98,39.95,0.00,-0.99,-0.00,0,none,0.058
225,1748943487.17,26,0.071,0.014,0.036,1.98,40.13,0.00,-0.99,-0.00,0,none,0.042
226,1748943487.26,26,0.077,0.014,0.050,1.98,40.31,0.00,-0.99,-0.00,0,none,0.052
227,1748943487.35,26,0.081,0.014,0.030,1.98,40.50,0.00,-0.99,-0.00,0,none,0.056
228,1748943487.44,26,0.079,0.013,0.029,1.98,40.67,0.00,-0.99,-0.00,0,none,0.054
229,1748943487.53,26,0.082,0.014,0.021,1.98,40.86,0.00,-0.99,-0.00,0,none,0.058
230,1748943487.63,26,0.092,0.014,0.021,1.98,41.07,0.00,-0.99,-0.00,0,none,0.062
231,1748943487.73,26,0.105,0.014,0.007,1.98,41.27,0.00,-0.99,-0.00,0,none,0.078
232,1748943487.83,26,0.112,0.014,0.022,1.98,41.46,0.00,-0.99,-0.00,0,none,0.073
233,1748943487.93,26,0.196,0.014,0.033,1.98,41.65,0.00,-0.99,-0.00,0,none,0.676
234,1748943488.03,26,0.198,0.014,0.037,1.98,41.84,0.00,-0.99,-0.00,0,none,0.071
235,1748943488.13,26,0.206,0.014,0.043,1.98,42.05,0.00,-0.99,-0.00,0,none,0.081
236,1748943488.23,26,0.205,0.014,0.048,1.98,42.25,0.00,-0.99,-0.00,0,none,0.088
237,1748943488.33,26,0.207,0.014,0.039,1.98,42.44,0.00,-0.99,-0.00,0,none,0.082
238,1748943488.43,26,0.133,0.014,0.032,1.98,42.64,0.00,-0.99,-0.00,0,none,0.088
239,1748943488.53,26,0.138,0.014,0.037,1.98,42.81,0.00,-0.99,-0.00,0,none,0.081
240,1748943488.62,26,0.138,0.014,0.035,1.98,43.01,0.00,-0.99,-0.00,0,resume_reinforce,0.086
241,1748943488.71,26,0.140,0.014,0.048,1.98,43.20,0.00,-0.99,-0.00,0,none,0.097
242,1748943488.81,26,0.140,0.014,0.049,1.98,43.38,0.00,-0.99,-0.00,0,none,0.086
243,1748943488.90,26,0.144,0.014,0.059,1.98,43.57,0.00,-0.99,-0.00,0,none,0.102
244,1748943489.00,26,0.145,0.015,0.056,1.98,43.75,0.00,-0.99,-0.00,0,none,0.078
245,1748943489.09,26,0.151,0.015,0.060,1.98,43.95,0.00,-0.99,-0.00,0,none,0.112
246,1748943489.19,26,0.159,0.015,0.049,1.98,44.14,0.00,-0.99,-0.00,0,none,0.119
247,1748943489.29,25,0.174,0.015,0.049,1.98,44.33,0.00,-0.98,-0.00,0,none,0.165
248,1748943489.38,25,0.160,0.015,0.045,1.98,44.51,0.00,-0.98,-0.00,0,none,0.056
249,1748943489.47,25,0.157,0.015,0.051,1.98,44.70,0.00,-0.98,-0.00,0,none,0.086
250,1748943489.57,24,0.147,0.015,0.058,1.98,44.89,0.00,-0.98,-0.00,0,none,0.067
251,1748943489.67,24,0.129,0.016,0.066,1.98,45.07,0.00,-0.98,-0.00,0,none,0.062
252,1748943489.76,24,0.126,0.016,0.071,1.98,45.28,0.00,-0.98,-0.00,0,none,0.087
253,1748943489.87,24,0.136,0.016,0.071,1.98,45.47,0.00,-0.98,-0.00,0,none,0.077
254,1748943489.96,24,0.125,0.017,0.070,1.98,45.66,0.00,-0.98,-0.00,0,none,0.047
255,1748943490.06,24,0.169,0.017,0.089,1.98,45.85,0.00,-0.98,-0.00,0,none,0.152
256,1748943490.15,24,0.189,0.016,0.083,1.98,46.04,0.00,-0.98,-0.00,0,none,0.093
257,1748943490.25,24,0.168,0.017,0.080,1.98,46.27,0.00,-0.98,-0.00,0,none,0.060
258,1748943490.37,24,0.164,0.018,0.084,1.98,46.49,0.00,-0.98,-0.00,0,none,0.076
259,1748943490.47,24,0.172,0.018,0.083,1.98,46.68,0.00,-0.98,-0.00,0,none,0.075
260,1748943490.57,24,0.150,0.018,0.058,1.98,46.86,0.00,-0.98,-0.00,0,none,0.102
261,1748943490.66,24,0.128,0.017,0.060,1.98,47.05,0.00,-0.98,-0.00,0,resume_reinforce,0.072
262,1748943490.76,24,0.140,0.017,0.061,1.98,47.24,0.00,-0.98,-0.00,0,none,0.079
263,1748943490.86,23,0.128,0.015,0.058,1.98,47.43,0.00,-0.98,-0.00,0,none,0.033
264,1748943490.95,23,0.134,0.013,0.059,1.98,47.63,0.00,-0.98,-0.00,0,none,0.151
265,1748943491.05,23,0.106,0.013,0.061,1.98,47.82,0.00,-0.98,-0.00,0,none,0.054
266,1748943491.15,23,0.191,0.013,0.067,1.98,48.00,0.00,-0.98,-0.00,0,none,0.244
267,1748943491.24,23,0.182,0.014,0.073,1.98,48.18,0.00,-0.98,-0.00,0,none,0.058
268,1748943491.33,23,0.179,0.014,0.074,1.98,48.37,0.00,-0.98,-0.00,0,none,0.033
269,1748943491.43,23,0.156,0.014,0.077,1.98,48.55,0.00,-0.98,-0.00,0,none,0.030
270,1748943491.52,23,0.142,0.014,0.080,1.98,48.74,0.00,-0.98,-0.00,0,none,0.028
